,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Top Type,Bottom Type,Material,Pattern,Neck,Waist Rise,Sleeve Length,Colour,Brand,Price
452,52454,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Magenta Nightdress,Not specified,Not specified,Microfiber,Solid,Round Neck,Not specified,Not specified,Magenta,Red Rose,574
453,45087,Women,Apparel,Loungewear and Nightwear,Robe,Summer,2016.0,Casual,Bwitch Women Pink Lily Robe,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Long Sleeves,"Pink, , ",Bwitch,1499
454,13632,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Red Knitted Athletic 3/4th Pants,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Red, , ",Hanes,615
455,56232,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Blue, Grey",SDL by Sweet Dreams,1299
456,55824,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White & Purple Printed Night Suit S11-3240,Not specified,Not specified,Elastane,Not specified,Round Neck,Not specified,Short Sleeves,"White, Purple",SDL by Sweet Dreams,1199
457,50992,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Beige Nightdress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Not specified,Beige,Enamor,1350
458,52400,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Pink,Red Rose,574
459,56266,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Grey, Black, ",SDL by Sweet Dreams,999
460,52438,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Pink & White Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Pink, White",Red Rose,678
461,56261,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Navy Blue, , ",SDL by Sweet Dreams,1399
462,51044,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Summer,2017.0,,Enamor Women Navy Blue Baby Doll Nightdress,Not specified,Not specified,Nylon,Printed,Shoulder Straps,Not specified,Not specified,Navy Blue,Enamor,1325
463,52407,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Black Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,"Black, Red",Red Rose,747
464,56268,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Blue, Black, ",SDL by Sweet Dreams,1199
465,56257,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black & Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Black, Grey, ",SDL by Sweet Dreams,1299
466,52431,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Purple & White Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Purple, White",Red Rose,632
467,52409,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,Pink,Red Rose,747
468,52436,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Red Nightdress,Not specified,Not specified,Nylon,Not specified,V-Neck,Not specified,Not specified,"Red, , ",Red Rose,666
469,56250,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey Melange Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Grey Melange, Blue, ",SDL by Sweet Dreams,1499
