,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Units Per Bundle,Minimum Shelf Life in Months,Fragrance,Features,Strength,Colour,Brand,Price
130,36705,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Burberry Men Weekend Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Burberry,3400
131,32538,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Playboy Men Ibiza Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Playboy,749
132,52871,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,F5 Women Pack of 3 Deos,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Red, Green",F5,299
133,44128,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Baldessarini Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Baldessarini,3700
134,28264,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Gatsby Men Spicy Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Gatsby,150
135,43107,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Women Tease Woman Eau De Parfum 100Ml,60,Not specified,1,Not specified,Woody,Not specified,Medium,"White, Pink",Paris Hilton,3700
136,36702,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Yves Saint Laurent Men Kouros Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Yves Saint Laurent,4400
137,46647,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Women Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Rasasi,199
138,22554,Unisex,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Reebok Unisex Reekick Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Reebok,150
139,28263,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Gatsby Men Aqua Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Gatsby,160
140,37903,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,24 Men Black Classic Natural Spray EDT Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,24,3800
141,44096,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,BOSS Men Grey Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,BOSS,1150
142,45712,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,4711 Vapo Men Perfume,60,3,Not specified,12,Not specified,Not specified,Not specified,Blue,4711,850
143,52751,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Reebok Women Reebounce Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Reebok,125
144,37904,Unisex,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,24 Unisex Gold Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,24,4500
145,23538,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Fresh Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,dunhill,3750
146,26849,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Calvin Klein Men Be Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Calvin Klein,3700
147,45715,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Reebok Men Reeavenge Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Reebok,199
148,44091,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Men Orange 100 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,BOSS,3800
149,46951,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Women Madonna Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,York,295
150,44098,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Men Perfume and Shower Gel Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,BOSS,3825
151,44053,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,BOSS,3975
152,23531,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Women Be Delicious Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,DKNY,2060
153,43088,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Swiss Army Women Mountain Water Perfume Set,60,3,Not specified,12,Not specified,Not specified,Not specified,Blue,Swiss Army,5500
154,26847,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Calvin Klein Women IN2U Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Calvin Klein,3150
155,46956,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Women Miss Cool EDT Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,York,449
156,36813,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Versace Men Pour Homme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Versace,6450
157,23536,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Desire Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,dunhill,5100
158,46703,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Vanity Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Rasasi,1195
159,44054,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,dunhill Men Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,dunhill,1250
160,23562,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Pure Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Police,2900
161,26010,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Tous In Heaven Men Perfume,60,3,Not specified,12,Not specified,Not specified,Not specified,Black,TOUS,2900
162,56367,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Moving Out 50 ml Perfume,60,3,1,12,Fruity,Not specified,Medium,Green,Police,1350
163,45770,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Lomani Men Allure Sport Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Lomani,175
164,44000,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Freedom Perfume,60,3,1,12,Fresh,Not specified,Mild,Blue,Police,2000
165,23596,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Nike Fragrances Men Green Storm Perfume 150 ml,Not specified,Not specified,1,Not specified,Fruity,Not specified,Medium,Black,Nike Fragrances,798
166,56393,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Men 100 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Estee Lauder,5000
167,27304,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,ADIDAS Men Pure Game Deo,36,6,1,24,Not specified,Regular,Not specified,Black,ADIDAS,165
168,30976,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Cartier Men Declaration Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Cartier,4400
169,46768,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paco Rabanne Women Pour 50 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Peach,Paco Rabanne,2200
170,23591,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Fragrances Women Original Deo and Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Lavender,Nike Fragrances,798
171,56394,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Women Beautiful Love 75 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Estee Lauder,4930
172,44007,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Police Men Gold Wings Deo,60,3,1,24,Not specified,Odour Control,Not specified,Gold,Police,225
173,46750,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Nautilus Men Black Marlin Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Nautilus,1675
174,55347,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Revlon Women Instinct Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Revlon,675
175,23565,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Baldessarini Ambre Men EDT Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Baldessarini,3275
176,56360,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Tommy Hilfiger Women 50 ml Perfume,60,3,1,24,Fresh,Not specified,Mild,White,Tommy Hilfiger,2060
177,44038,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Women Femme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,BOSS,2400
178,26028,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Slazenger Men Advance Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Slazenger,675
179,46766,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Valentino Perfumes Women 75 ml Classic Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Valentino Perfumes,3500
180,44031,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Baldessarini Men Ambre Perfume,Not specified,Not specified,Not specified,Not specified,Oriental,Not specified,Not specified,Grey,Baldessarini,2900
181,46302,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Jacques M Men Fragrances,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Jacques M,549
182,27335,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Women Floral Dream Perfume,36,6,1,24,Fresh,Not specified,Mild,Green,ADIDAS,499
183,26213,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Perry Ellis Men 360A Red Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,PERRY ELLIS,2750
184,56356,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Be Younique Deo and Perfume Set,60,3,1,24,Fresh,Not specified,Mild,Black,Police,1729
185,23553,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Police Women Wings Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Police,225
186,46792,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Carolina Herrera Women 100 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Off White, Gold",Carolina Herrera,3200
187,23598,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Men Blue Wave Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike Fragrances,249
188,46933,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Silver Aqua Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,York,340
189,46759,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Giorgio Beverly Hills Women So You Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Giorgio Beverly Hills,2250
190,54062,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Fogg Men Royal Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Fogg,180
191,56351,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Nike Fragrances Men Out of Control Perfume 150 ml,Not specified,Not specified,1,Not specified,Fresh,Not specified,Mild,Black,Nike Fragrances,798
192,23554,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Wings Silver Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Police,2450
193,26026,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Slazenger Women Vitalize Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Slazenger,650
194,26214,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Perry Ellis Men 360 Degree Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,PERRY ELLIS,2750
195,46761,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Giorgio Beverly Hills Women So You Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Giorgio Beverly Hills,3500
196,44036,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Men London 50 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Silver, Red",dunhill,2850
197,44009,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Titanium Wings Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Police,2600
198,55349,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Revlon Charlie Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Revlon,675
199,46934,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Aqua Minerale Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,York,340
200,36812,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Davidoff Women Cool Water Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,DAVIDOFF,3850
201,46957,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Women Miss Angel Perfume,Not specified,Not specified,Not specified,Not specified,Fresh,Not specified,Not specified,Peach,York,449
202,43089,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Swiss Army Men Classic Perfume & Deodorant Set,60,3,Not specified,12,Not specified,Not specified,Not specified,Black,Swiss Army,3225
203,46702,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Soul Secret Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,Rasasi,895
204,44055,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Men Black Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Yellow",dunhill,4300
