,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Shape,Material,Pattern,Collar,Sleeve,Sleeve Styling,Fabric Purity,Weave,Details,Colour,Brand,Price
103,33021,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Mother Earth Women Printed Cream Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Red, Green",Mother Earth,899
104,11371,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",United Colors of Benetton,1999
105,41401,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Wrangler Women White Smocked Top,Not specified,Regular,Not specified,Blended,"Abstract, Printed",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted and Woven,Opaque,White,Wrangler,1095
106,4386,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Wrangler Cowboy Photo T-shirt,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, , ",Wrangler,795
107,29789,Men,Apparel,Topwear,Tshirts,Summer,2013.0,Casual,Basics Men Pack of 3 T-shirt,Regular Fit,Regular,Not specified,Cotton,"Solid, Solid",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,"Pink, Cream, Navy Blue",Basics,899
108,7503,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Sports,Nike Men's As Icon Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Nike,1045
109,13426,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,Not specified,Not specified,Not specified,Not specified,Not specified,Polo Collar,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, , ",United Colors of Benetton,1599
110,13846,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,John Miller Men Stripes Blue Shirts,Regular Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,John Miller,1099
111,46278,Women,Apparel,Topwear,Tunics,Summer,2012.0,Casual,109F Women Red & White Striped Tunic,Not specified,Not specified,Not specified,Not specified,Striped,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, White",109F,1399
112,19540,Men,Apparel,Topwear,Sweaters,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Sweater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",United Colors of Benetton,2199
113,7963,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Sports,Puma Men's Large Logo Graphic White French T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Blue",Puma,799
114,15983,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Turtle Solid Men  Burgundy Shirt,Regular Fit,Not specified,Not specified,Not specified,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Burgundy,Turtle,1295
115,20258,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Wrangler Men Polo Charcoal T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Brown,Wrangler,1195
116,43538,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,French Connection Women Blue Top,Not specified,Regular,Not specified,Blended,"Solid, Solid",V-Neck,Sleeveless,Flutter Sleeves,Not specified,Knitted,Opaque,Blue,French Connection,3999
117,8325,Boys,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,Regular Fit,Regular,Not specified,Cotton,"Solid, Printed",V-Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,"Yellow, Red, Black",Doodle,379
118,31118,Girls,Apparel,Topwear,Tops,Summer,2012.0,Casual,Gini and Jony Girls Red Top,Not specified,Regular,Not specified,Blended,"Solid, Solid",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted and Woven,Sheer,Red,Gini and Jony,199
119,5862,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,ADIDAS Men's Stripe Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Not specified,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1699
120,58726,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Puma Men Grey T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, , ",Puma,1199
121,43960,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt,Slim Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Cap Sleeves,Not specified,Not specified,Not specified,Grey,Indigo Nation,1249
122,8741,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Navy Blue, White",Indigo Nation,1499
123,22359,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,John Players Men Check Blue Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Cap Sleeves,Not specified,Not specified,Not specified,"Blue, Brown, ",John Players,1199
124,2049,Men,Apparel,Topwear,Tshirts,Summer,2010.0,Sports,ADIDAS Men's Slim Fit White T-shirt,Regular Fit,Not specified,Not specified,Polyester,Striped,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, , ",ADIDAS,899
125,33019,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Mother Earth Women Printed Yellow Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, , ",Mother Earth,899
126,24892,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,United Colors of Benetton Men Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",United Colors of Benetton,899
127,58514,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Tonga Women Grey Top,Not specified,Regular,Not specified,Not specified,"Solid, Self Design",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted,Sheer,"Grey, Black",Tonga,1450
128,38637,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Nike,895
129,4944,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Gini and Jony Boy's Kaleb White Brown Infant Kidswear,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Brown",Gini and Jony,849
130,10861,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Wrangler Men Dirt Riders White T-Shirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Blue, Black",Wrangler,1095
131,17278,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, , ",U.S. Polo Assn.,999
132,31588,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Mark Taylor Men Printed Maroon T-shirt,Regular Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Maroon,Mark Taylor,324
133,18230,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, , ",Manchester United,999
134,23871,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,ADIDAS Men Grey Striped T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,ADIDAS,1499
135,9667,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Purple,Indigo Nation,1349
136,3953,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Jealous 21 Women's Red Peace T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Jealous 21,599
137,28697,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,W Women Printed Black Kurta,Not specified,Not specified,Not specified,Dupion Silk,Jacquard,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,W,999
138,8587,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Red Check Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,SCULLERS,2249
139,42248,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Sepia Women Pink Top,Not specified,Not specified,Not specified,Blended,Printed,Not specified,Sleeveless,Not specified,Not specified,Not specified,Not specified,"Pink, Beige, Beige",Sepia,1199
140,9455,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,John Miller Men Red Striped Shirt,Regular Fit,Not specified,Not specified,"Polyester, Cotton",Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, White",John Miller,999
141,6079,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Grey T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, , ",United Colors of Benetton,899
142,29321,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Sports,ADIDAS Men Black Jersey,Regular Fit,Not specified,Not specified,Polyester,Printed,V-Neck,Sleeveless,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1999
143,26369,Women,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Arrow Woman Blue Shirt,Regular Fit,Not specified,Not specified,Not specified,Solid,Spread Collar,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Arrow Woman,1299
144,33489,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Doodle Kids Boy Check Green Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, , ",Doodle,899
145,40947,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, , ",Gini and Jony,499
146,15977,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Turtle Solid Men Red Shirt,Regular Fit,Not specified,Not specified,Not specified,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Turtle,1295
147,32769,Men,Apparel,Topwear,Tshirts,Spring,2013.0,Casual,Music Men Printed Blue T-shirt,Regular Fit,Not specified,Not specified,"Cotton, Polyester",Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Music,599
148,10439,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Flying Machine Men Walnut Brown Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Brown,Flying Machine,899
149,14099,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Flying Machine Women Solid Pink Tops,Not specified,Regular,Not specified,Blended,"Solid, Solid",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted and Woven,Opaque,Pink,Flying Machine,1099
150,1852,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Inkfruit,499
151,30802,Men,Apparel,Topwear,Shirts,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Fabindia,590
152,26967,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Jealous 21 Women Check Navy Blue Top,Not specified,Regular,Not specified,Blended,"Checked, Checked",Round Neck,Sleeveless,No Sleeves,Not specified,Knitted and Woven,Opaque,Navy Blue,Jealous 21,799
153,27089,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Aneri Women Jazz Brown Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Aneri,1299
154,19786,Men,Apparel,Topwear,Tshirts,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Navy Blue, , ",U.S. Polo Assn.,1299
155,24091,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Manchester United Men Navy Blue Striped T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, White, ",Manchester United,1499
156,33026,Women,Apparel,Topwear,Kurtas,Fall,2012.0,Ethnic,Mother Earth Women Pink Kurta,Not specified,Not specified,Not specified,Cotton,"Solid, Jacquard",Round Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, Black, ",Mother Earth,699
157,41406,Women,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Wrangler Women Pink T-shirt,Slim Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, Purple, ",Wrangler,1195
158,11376,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops,Not specified,Regular,Not specified,Blended,"Checked, Checked",Tie-Up Neck,Short Sleeves,Puff Sleeves,Not specified,Knitted and Woven,Opaque,Grey,United Colors of Benetton,1899
159,4381,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Superman Men's Silhouette Light Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,V-Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Superman,499
160,7504,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Sports,Nike Women's Smash Pink T-shirt,Regular Fit,Not specified,Not specified,Synthetic,Not specified,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Pink,Nike,1395
161,22366,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Ed Hardy Men New Tiger White T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,V-Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, , ",Ed Hardy,2499
162,13421,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",United Colors of Benetton,1599
163,16361,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt,Regular Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Maroon, , ",Peter England,899
164,46411,Men,Apparel,Topwear,Sweatshirts,Summer,2012.0,Casual,ADIDAS Men Black Sweatshirt,Not specified,Not specified,Not specified,Cotton,Printed,Round Neck,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, Grey, ",ADIDAS,1599
165,34031,Boys,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Gini and Jony Boys Check Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Gini and Jony,499
166,31543,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Classic Polo,899
167,2244,Women,Apparel,Topwear,Tshirts,Fall,2010.0,Casual,ADIDAS Women's Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1199
168,33214,Women,Apparel,Topwear,Tunics,Summer,2012.0,Casual,Sepia Women Printed Black & Green Tunic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Sepia,1399
169,11144,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts,Regular Fit,Not specified,Not specified,Not specified,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, White, ",SCULLERS,1049
170,58719,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,ALayna Women Off White  Kurta,Not specified,Not specified,Not specified,Not specified,"Striped, Jacquard",V-Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Off White, , ",Alayna,599
