,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fine Jewellery,Design,Base Metal,Stone Type,Type,Colour,Brand,Price
144,48944,Men,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,675
145,43756,Women,Accessories,Jewellery,Bangle,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Golden Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Royal Diadem,1545
146,31712,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,460
147,43769,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Purple, Bronze",Royal Diadem,1045
148,46029,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Casual,Estelle Silver Plated Pendant With Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Pink",Estelle,790
149,31715,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Purple",Fabindia,830
150,43751,Women,Accessories,Jewellery,Bangle,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Red, Green",Royal Diadem,1545
151,48943,Men,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1875
152,59469,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Gold Plated Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Gold,Lucera,5950
153,48988,Women,Accessories,Jewellery,Ring,Summer,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1100
154,48716,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Gold Plated Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,1025
155,59456,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Black",Lucera,7450
156,48664,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2000
157,59524,Women,Accessories,Jewellery,Earrings,Summer,2015.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,3675
158,58059,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, Sea Green",Rreverie,2149
159,46163,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Ethnic,Adrika Brown Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Brown,Adrika,295
160,43849,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem White & Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, White",Royal Diadem,1095
161,58061,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Sea Green Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Sea Green,Rreverie,2295
162,59523,Women,Accessories,Jewellery,Earrings,Summer,2015.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Lucera,3700
163,48809,Men,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1825
164,58608,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,ToniQ,129
165,46164,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Brown & Beige Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Brown, Beige",Adrika,195
166,46190,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Women Brown Teracotta Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Brown, Beige",Adrika,950
167,48836,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2150
168,58057,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Pink Earrings,Fine Jewellery,Not specified,Silver,Quartz,Drop Earrings,"Black, Pink",Rreverie,2295
169,59515,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,1750
170,48655,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,875
171,46152,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Green & Brown Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Green, Gold",Adrika,195
172,52304,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Casual,ToniQ Women Blue Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Bronze",ToniQ,329
173,59512,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,2100
174,48652,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2350
175,58050,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Red Earrings,Fine Jewellery,Not specified,Silver,Onyx,Drop Earrings,"Silver, Red",Rreverie,1069
176,58606,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Gold Earrings,Fine Jewellery,Not specified,Stainless Steel,Not specified,Drop Earrings,Gold,ToniQ,149
177,48807,Men,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1200
178,52303,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Casual,ToniQ Women Red Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Red, Bronze",ToniQ,269
179,46155,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Adrika Women Cream & Brown Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Cream, Brown",Adrika,295
180,48853,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1950
181,52191,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, Grey",Lencia,2455
182,48639,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1375
183,54868,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Blazing Stone Multicolour Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, Multi",Ivory Tag,1650
184,52165,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lencia Sterling Silver Pendant,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"White, Silver",Lencia,2740
185,59774,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,"Gold, White",Estelle,1699
186,54857,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Delicate Pink Pearl Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, Pink, Cream",Ivory Tag,1250
187,48606,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4325
188,59546,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Gold Plated Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Lucera,1050
189,59780,Women,Accessories,Jewellery,Bracelet,Winter,2015.0,Casual,Estelle Women Gold Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,849
190,43814,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,White,Royal Diadem,1545
191,53088,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Fabindia Silver Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Silver,Fabindia,990
192,48854,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1425
193,43813,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Purple, Bronze",Royal Diadem,1095
194,46139,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Adrika Women Copper Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Copper,Adrika,295
195,56199,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,Gold,Estelle,1599
196,48601,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3795
197,59541,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,Lucera,1250
198,59773,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Estelle Women Gold Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,2499
199,54850,Women,Accessories,Jewellery,Necklace and Chains,Summer,2013.0,Casual,Ivory Tag Women Swirling Jazz Golden Coloured Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, White",Ivory Tag,900
200,53086,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Fabindia Pink Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Pink,Fabindia,560
201,46130,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Ethnic,Adrika Pink Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Pink,Adrika,245
202,48896,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2800
203,48862,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1950
204,54859,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Coral Petal Red Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Red, Gold",Ivory Tag,3000
205,48608,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3225
206,58035,Women,Accessories,Jewellery,Earrings,Winter,2012.0,Casual,Rreverie Women Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Rreverie,1649
207,43825,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Purple,Royal Diadem,1895
208,48637,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3150
209,54866,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Swirling Stone Multicolour Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Blue, Red, Yellow",Ivory Tag,1850
210,48865,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2150
211,46137,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Black Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Black,Adrika,295
212,48891,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3100
213,54861,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Glinting Pearls Cream Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, Cream, Brown",Ivory Tag,2500
214,52198,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lencia Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lencia,1225
215,43822,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"White, Magenta",Royal Diadem,1545
216,58032,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Gold Plated Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,"Gold, White",Rreverie,1945
217,58051,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Green Earrings,Fine Jewellery,Not specified,Silver,Onyx,Drop Earrings,"Silver, Green",Rreverie,1069
218,43841,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Ethnic,Royal Diadem Red Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Red",Royal Diadem,1195
219,58607,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Stainless Steel,Not specified,Drop Earrings,Silver,ToniQ,129
220,59513,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,1975
221,48653,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3150
222,48698,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2125
223,46154,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Orange & Green Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Green, Orange",Adrika,295
224,48806,Men,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1200
225,46198,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Marron Teracotta Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Maroon, Black",Adrika,950
226,59514,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,1900
227,43846,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Purple",Royal Diadem,1095
228,48801,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1275
229,46153,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Ethnic,Adrika Brown Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Brown,Adrika,195
230,52305,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Blue Beaded Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Blue,ToniQ,349
231,48662,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2275
232,59522,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,4875
233,48808,Men,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1350
234,58060,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Sea Green Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Sea Green,Rreverie,2295
235,43870,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"White, Gold",Royal Diadem,1045
236,48837,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4350
